cache_key,id,condition,correct,coherent,reason,raw_judge
judge::cot::4f1d8007b446b0e10f07fd63cbd31b6f,4f1d8007b446b0e10f07fd63cbd31b6f,cot,1,1,Heat on the sun's surface would kill you before anything else listed; it's the most immediate danger.,"{""coherent"":1,""reason"":""Heat on the sun's surface would kill you before anything else listed; it's the most immediate danger.""}"
judge::direct::f7140f00ddd8d1c5d93b05ea32ad1fff,f7140f00ddd8d1c5d93b05ea32ad1fff,direct,1,1,"Row houses are typically found in cities, matching the goal of moving to them.","{""coherent"":1,""reason"":""Row houses are typically found in cities, matching the goal of moving to them.""}"
judge::cot::f7140f00ddd8d1c5d93b05ea32ad1fff,f7140f00ddd8d1c5d93b05ea32ad1fff,cot,1,1,"Row houses are typically found in cities, matching the goal of moving from country estates.","{""coherent"":1,""reason"":""Row houses are typically found in cities, matching the goal of moving from country estates.""}"
judge::direct::2509fdd7d94afe9d0c021654ce0ba93f,2509fdd7d94afe9d0c021654ce0ba93f,direct,1,1,Going to movies is a common way to see new films.,"{""coherent"":1,""reason"":""Going to movies is a common way to see new films.""}"
judge::cot::2509fdd7d94afe9d0c021654ce0ba93f,2509fdd7d94afe9d0c021654ce0ba93f,cot,1,1,Going to movies is a common way to see new films.,"{""coherent"":1,""reason"":""Going to movies is a common way to see new films.""}"
judge::direct::ac1abecdbbd7bcde6592ca645c2ecb1e,ac1abecdbbd7bcde6592ca645c2ecb1e,direct,0,1,'Direct sunlight' logically follows from being exposed with no shade.,"{""coherent"":1,""reason"":""'Direct sunlight' logically follows from being exposed with no shade.""}"
judge::cot::ac1abecdbbd7bcde6592ca645c2ecb1e,ac1abecdbbd7bcde6592ca645c2ecb1e,cot,0,1,'Direct sunlight' logically follows from being exposed with no shade.,"{""coherent"":1,""reason"":""'Direct sunlight' logically follows from being exposed with no shade.""}"
judge::direct::8f2976690c83be6b8fa3a1196dfd9722,8f2976690c83be6b8fa3a1196dfd9722,direct,1,1,Understanding the past helps one be prepared for the future; this matches the likely goal in the question.,"{""coherent"":1,""reason"":""Understanding the past helps one be prepared for the future; this matches the likely goal in the question.""}"
judge::cot::8f2976690c83be6b8fa3a1196dfd9722,8f2976690c83be6b8fa3a1196dfd9722,cot,1,1,Understanding the past helps one be prepared for the future; this is a logical connection.,"{""coherent"":1,""reason"":""Understanding the past helps one be prepared for the future; this is a logical connection.""}"
judge::direct::d725f1c2e150a3221de31612123f3f46,d725f1c2e150a3221de31612123f3f46,direct,1,1,Buying food is a common and logical goal when going to market.,"{""coherent"":1,""reason"":""Buying food is a common and logical goal when going to market.""}"
judge::cot::d725f1c2e150a3221de31612123f3f46,d725f1c2e150a3221de31612123f3f46,cot,1,1,Buying food is a common and logical goal when going to market.,"{""coherent"":1,""reason"":""Buying food is a common and logical goal when going to market.""}"
judge::direct::efe488f67b53a4b6e69782c01c84f06c,efe488f67b53a4b6e69782c01c84f06c,direct,1,1,'Beat' is the term for the area a police officer regularly patrols.,"{""coherent"": 1, ""reason"": ""'Beat' is the term for the area a police officer regularly patrols.""}"
judge::cot::efe488f67b53a4b6e69782c01c84f06c,efe488f67b53a4b6e69782c01c84f06c,cot,1,1,A 'beat' is the designated area a police officer patrols.,"{""coherent"": 1, ""reason"": ""A 'beat' is the designated area a police officer patrols.""}"
judge::direct::cc46d936bf69d69a3863b0cb85d75c17,cc46d936bf69d69a3863b0cb85d75c17,direct,1,1,Seeing an opponent is confident can cause regret about fighting; this fits the context and goal.,"{""coherent"":1,""reason"":""Seeing an opponent is confident can cause regret about fighting; this fits the context and goal.""}"
judge::cot::cc46d936bf69d69a3863b0cb85d75c17,cc46d936bf69d69a3863b0cb85d75c17,cot,1,1,Regretting a fight upon seeing an opponent's confidence is logical and contextually appropriate.,"{""coherent"":1,""reason"":""Regretting a fight upon seeing an opponent's confidence is logical and contextually appropriate.""}"
judge::direct::0df042743128b57e874bd5d79b7aae7a,0df042743128b57e874bd5d79b7aae7a,direct,1,1,Having sex is the primary biological method for human reproduction.,"{""coherent"":1,""reason"":""Having sex is the primary biological method for human reproduction.""}"
judge::cot::0df042743128b57e874bd5d79b7aae7a,0df042743128b57e874bd5d79b7aae7a,cot,1,1,Having sex is the primary biological method for human reproduction.,"{""coherent"":1,""reason"":""Having sex is the primary biological method for human reproduction.""}"
judge::direct::bd780fea2d4dd262583446e64c0f314d,bd780fea2d4dd262583446e64c0f314d,direct,1,1,"Convention centers host large gatherings of people from various places, matching the scenario described.","{""coherent"":1,""reason"":""Convention centers host large gatherings of people from various places, matching the scenario described.""}"
judge::cot::bd780fea2d4dd262583446e64c0f314d,bd780fea2d4dd262583446e64c0f314d,cot,1,1,"Convention centers host large gatherings of people from various places, matching the scenario described.","{""coherent"":1,""reason"":""Convention centers host large gatherings of people from various places, matching the scenario described.""}"
judge::direct::8272f08792b873885f93d4c148e307e5,8272f08792b873885f93d4c148e307e5,direct,1,1,"Cold causes cloud water to freeze, forming snowflakes; this matches the question's likely goal.","{""coherent"":1,""reason"":""Cold causes cloud water to freeze, forming snowflakes; this matches the question's likely goal.""}"
judge::cot::8272f08792b873885f93d4c148e307e5,8272f08792b873885f93d4c148e307e5,cot,1,1,"Cold causes cloud water to freeze, forming snowflakes; this matches the likely goal of the question.","{""coherent"":1,""reason"":""Cold causes cloud water to freeze, forming snowflakes; this matches the likely goal of the question.""}"
judge::direct::0b5d0c3bafbe06dd5334c20cd8ea7fe2,0b5d0c3bafbe06dd5334c20cd8ea7fe2,direct,1,1,"Trade schools provide practical knowledge and skills, so 'gaining knowledge' is coherent with the goal.","{""coherent"":1,""reason"":""Trade schools provide practical knowledge and skills, so 'gaining knowledge' is coherent with the goal.""}"
judge::cot::0b5d0c3bafbe06dd5334c20cd8ea7fe2,0b5d0c3bafbe06dd5334c20cd8ea7fe2,cot,1,1,"Trade schools provide practical knowledge and skills, so gaining knowledge is a coherent goal.","{""coherent"":1,""reason"":""Trade schools provide practical knowledge and skills, so gaining knowledge is a coherent goal.""}"
judge::direct::e9d4c747018ff81b8c0aefb5abc3c539,e9d4c747018ff81b8c0aefb5abc3c539,direct,0,1,Bettering oneself directly aligns with the goal of changing one's life positively.,"{""coherent"":1,""reason"":""Bettering oneself directly aligns with the goal of changing one's life positively.""}"
judge::cot::e9d4c747018ff81b8c0aefb5abc3c539,e9d4c747018ff81b8c0aefb5abc3c539,cot,0,1,'Better themselves' directly aligns with the goal of changing one's life positively.,"{""coherent"":1,""reason"":""'Better themselves' directly aligns with the goal of changing one's life positively.""}"
judge::direct::43ab0ff711e60d51f943bbd2cdd6515a,43ab0ff711e60d51f943bbd2cdd6515a,direct,1,1,"Industrial areas commonly have many loud machines, matching the expectation in the question.","{""coherent"":1,""reason"":""Industrial areas commonly have many loud machines, matching the expectation in the question.""}"
judge::cot::43ab0ff711e60d51f943bbd2cdd6515a,43ab0ff711e60d51f943bbd2cdd6515a,cot,1,1,"Industrial areas commonly have many loud machines, matching the expectation in the question.","{""coherent"":1,""reason"":""Industrial areas commonly have many loud machines, matching the expectation in the question.""}"
judge::direct::43ba9669564217f2f909f33acbedaf95,43ba9669564217f2f909f33acbedaf95,direct,1,1,Eating every day is essential for maintaining health and aligns with the goal of staying healthy.,"{""coherent"":1,""reason"":""Eating every day is essential for maintaining health and aligns with the goal of staying healthy.""}"
judge::cot::43ba9669564217f2f909f33acbedaf95,43ba9669564217f2f909f33acbedaf95,cot,1,1,"Eating every day is essential for maintaining health, aligning with the goal of staying healthy.","{""coherent"":1,""reason"":""Eating every day is essential for maintaining health, aligning with the goal of staying healthy.""}"
judge::direct::c592258c88295756833e9796e881057b,c592258c88295756833e9796e881057b,direct,1,1,A music store is a typical place to purchase an upright piano.,"{""coherent"":1,""reason"":""A music store is a typical place to purchase an upright piano.""}"
judge::cot::c592258c88295756833e9796e881057b,c592258c88295756833e9796e881057b,cot,1,1,A music store is a typical place to purchase an upright piano.,"{""coherent"":1,""reason"":""A music store is a typical place to purchase an upright piano.""}"
judge::direct::129ec46cc2541b73198d774ee632c8d7,129ec46cc2541b73198d774ee632c8d7,direct,1,1,"'Depress' directly relates to spirits not elevating, matching the emotional context of the question.","{""coherent"":1,""reason"":""'Depress' directly relates to spirits not elevating, matching the emotional context of the question.""}"
judge::cot::129ec46cc2541b73198d774ee632c8d7,129ec46cc2541b73198d774ee632c8d7,cot,1,1,"'Depress' directly relates to spirits not elevating, matching the emotional context of the question.","{""coherent"":1,""reason"":""'Depress' directly relates to spirits not elevating, matching the emotional context of the question.""}"
judge::direct::6915dfdefe3b1cd5fd8886c8bb84929a,6915dfdefe3b1cd5fd8886c8bb84929a,direct,1,1,Feeling frustration is a common reaction to slow queues; it matches the likely emotional goal.,"{""coherent"":1,""reason"":""Feeling frustration is a common reaction to slow queues; it matches the likely emotional goal.""}"
judge::cot::6915dfdefe3b1cd5fd8886c8bb84929a,6915dfdefe3b1cd5fd8886c8bb84929a,cot,1,1,Feeling frustration is a common reaction to slow queues; it matches the likely emotional goal.,"{""coherent"":1,""reason"":""Feeling frustration is a common reaction to slow queues; it matches the likely emotional goal.""}"
judge::direct::e8a9142d2402f818273dd62cf5a7b559_1,e8a9142d2402f818273dd62cf5a7b559_1,direct,1,1,A runny egg without toast would leave a messy plate after the meal.,"{""coherent"":1,""reason"":""A runny egg without toast would leave a messy plate after the meal.""}"
judge::cot::e8a9142d2402f818273dd62cf5a7b559_1,e8a9142d2402f818273dd62cf5a7b559_1,cot,1,1,A runny egg without toast would leave a messy plate after the meal.,"{""coherent"":1,""reason"":""A runny egg without toast would leave a messy plate after the meal.""}"
judge::direct::a15d564d0be6996251b5d523ac62db2a,a15d564d0be6996251b5d523ac62db2a,direct,1,1,"Long books have many words, which makes reading difficult for young children.","{""coherent"":1,""reason"":""Long books have many words, which makes reading difficult for young children.""}"
judge::cot::a15d564d0be6996251b5d523ac62db2a,a15d564d0be6996251b5d523ac62db2a,cot,1,1,"Long books have many words, which makes reading difficult for young children.","{""coherent"":1,""reason"":""Long books have many words, which makes reading difficult for young children.""}"
judge::direct::c1c73ef0ff662a76cd42c3500240974a,c1c73ef0ff662a76cd42c3500240974a,direct,1,1,"A furniture store sells ottomans, matching the goal of acquiring a new one.","{""coherent"":1,""reason"":""A furniture store sells ottomans, matching the goal of acquiring a new one.""}"
judge::cot::c1c73ef0ff662a76cd42c3500240974a,c1c73ef0ff662a76cd42c3500240974a,cot,1,1,"A furniture store sells ottomans, matching the goal of acquiring a new one.","{""coherent"":1,""reason"":""A furniture store sells ottomans, matching the goal of acquiring a new one.""}"
judge::direct::2dd138a63b5895cf737ced793cc668e7,2dd138a63b5895cf737ced793cc668e7,direct,1,1,"Buyers hope a used car lasts several years, aligning with the goal of reliability and value.","{""coherent"":1,""reason"":""Buyers hope a used car lasts several years, aligning with the goal of reliability and value.""}"
judge::cot::2dd138a63b5895cf737ced793cc668e7,2dd138a63b5895cf737ced793cc668e7,cot,1,1,"Buyers hope a used car lasts several years, aligning with the goal of reliability and value.","{""coherent"":1,""reason"":""Buyers hope a used car lasts several years, aligning with the goal of reliability and value.""}"
judge::direct::1ca3cd9475d7e9da2ddb74911ee2bb68,1ca3cd9475d7e9da2ddb74911ee2bb68,direct,1,1,Being fed daily by people suggests the lizard is kept in captivity.,"{""coherent"":1,""reason"":""Being fed daily by people suggests the lizard is kept in captivity.""}"
judge::cot::1ca3cd9475d7e9da2ddb74911ee2bb68,1ca3cd9475d7e9da2ddb74911ee2bb68,cot,1,1,Being fed daily by people suggests the lizard is kept in captivity.,"{""coherent"":1,""reason"":""Being fed daily by people suggests the lizard is kept in captivity.""}"
judge::direct::37d88a9bb24913c1973cc26d4ce3394f,37d88a9bb24913c1973cc26d4ce3394f,direct,1,1,"A trapeze artist steps onto a platform to perform, fitting the context of putting on a show.","{""coherent"":1,""reason"":""A trapeze artist steps onto a platform to perform, fitting the context of putting on a show.""}"
judge::cot::37d88a9bb24913c1973cc26d4ce3394f,37d88a9bb24913c1973cc26d4ce3394f,cot,1,1,A trapeze artist performs shows and uses a platform to start their act.,"{""coherent"":1,""reason"":""A trapeze artist performs shows and uses a platform to start their act.""}"
judge::direct::9a356ff463c042d04ba45bfd627bac20,9a356ff463c042d04ba45bfd627bac20,direct,1,1,Libraries are widely recognized as places with a wealth of information.,"{""coherent"":1,""reason"":""Libraries are widely recognized as places with a wealth of information.""}"
judge::cot::9a356ff463c042d04ba45bfd627bac20,9a356ff463c042d04ba45bfd627bac20,cot,1,1,Libraries are widely recognized as places with a wealth of information.,"{""coherent"":1,""reason"":""Libraries are widely recognized as places with a wealth of information.""}"
judge::direct::1272e693cf9152e7ac71095c643676b5,1272e693cf9152e7ac71095c643676b5,direct,1,1,"Theaters often have mezzanines and auditoriums with extra seating, matching the described workplace.","{""coherent"":1,""reason"":""Theaters often have mezzanines and auditoriums with extra seating, matching the described workplace.""}"
judge::cot::1272e693cf9152e7ac71095c643676b5,1272e693cf9152e7ac71095c643676b5,cot,1,1,"Theaters commonly have auditoriums with mezzanines for extra seating, matching the described workplace.","{""coherent"":1,""reason"":""Theaters commonly have auditoriums with mezzanines for extra seating, matching the described workplace.""}"
judge::direct::047c2d8c65d297b39aa42821c1ca76a9,047c2d8c65d297b39aa42821c1ca76a9,direct,1,1,"Seeing beautiful views is a positive aspect of walking in nature, fitting the question's intent.","{""coherent"":1,""reason"":""Seeing beautiful views is a positive aspect of walking in nature, fitting the question's intent.""}"
judge::cot::047c2d8c65d297b39aa42821c1ca76a9,047c2d8c65d297b39aa42821c1ca76a9,cot,0,1,Seeing a bear can be a dangerous or bad experience for a walker in nature.,"{""coherent"":1,""reason"":""Seeing a bear can be a dangerous or bad experience for a walker in nature.""}"
judge::direct::49b4c9e1bd7946a819e173ce8fa4c7c9,49b4c9e1bd7946a819e173ce8fa4c7c9,direct,1,1,"Tests are typically conducted in classrooms, where teachers expect silence.","{""coherent"":1,""reason"":""Tests are typically conducted in classrooms, where teachers expect silence.""}"
judge::cot::49b4c9e1bd7946a819e173ce8fa4c7c9,49b4c9e1bd7946a819e173ce8fa4c7c9,cot,1,1,Teachers typically conduct tests in classrooms and expect silence during them.,"{""coherent"":1,""reason"":""Teachers typically conduct tests in classrooms and expect silence during them.""}"
judge::direct::c611875b43b67b91030b889b267bbcb3,c611875b43b67b91030b889b267bbcb3,direct,1,1,"New England includes Maine and New Hampshire, matching the toll road's described location.","{""coherent"":1,""reason"":""New England includes Maine and New Hampshire, matching the toll road's described location.""}"
judge::cot::c611875b43b67b91030b889b267bbcb3,c611875b43b67b91030b889b267bbcb3,cot,1,1,"New England includes Maine and New Hampshire, matching the toll road's described location.","{""coherent"":1,""reason"":""New England includes Maine and New Hampshire, matching the toll road's described location.""}"
judge::direct::4e87db4771f2d6423034935446e3fff1,4e87db4771f2d6423034935446e3fff1,direct,1,1,"Combustible mixtures are handled in chemistry labs, so keeping a fire extinguisher there is logical.","{""coherent"":1,""reason"":""Combustible mixtures are handled in chemistry labs, so keeping a fire extinguisher there is logical.""}"
judge::cot::4e87db4771f2d6423034935446e3fff1,4e87db4771f2d6423034935446e3fff1,cot,1,1,"Combustible mixtures are handled in chemistry labs, so keeping a fire extinguisher there is logical.","{""coherent"":1,""reason"":""Combustible mixtures are handled in chemistry labs, so keeping a fire extinguisher there is logical.""}"
judge::direct::95a85df48902d23eb3fda25a99fca1a0,95a85df48902d23eb3fda25a99fca1a0,direct,1,1,"'Procreate' means to have children, matching the goal of two people in love having children.","{""coherent"":1,""reason"":""'Procreate' means to have children, matching the goal of two people in love having children.""}"
judge::cot::95a85df48902d23eb3fda25a99fca1a0,95a85df48902d23eb3fda25a99fca1a0,cot,1,1,"'Procreate' means to have children, matching the question's context about two people in love having children.","{""coherent"":1,""reason"":""'Procreate' means to have children, matching the question's context about two people in love having children.""}"
judge::direct::a7f423c1636ba9e36d18e381928c5dcc,a7f423c1636ba9e36d18e381928c5dcc,direct,1,1,Taking up musical activities avoids being sedentary and bored without requiring play.,"{""coherent"":1,""reason"":""Taking up musical activities avoids being sedentary and bored without requiring play.""}"
judge::cot::a7f423c1636ba9e36d18e381928c5dcc,a7f423c1636ba9e36d18e381928c5dcc,cot,0,0,'Doing nothing' contradicts her desire to avoid being sedentary and bored.,"{""coherent"":0,""reason"":""'Doing nothing' contradicts her desire to avoid being sedentary and bored.""}"
judge::direct::70af2b5df22ec96901350dfa3c9ee74f,70af2b5df22ec96901350dfa3c9ee74f,direct,1,1,'Relaxation' matches the goal of a slow day and not wanting to do much.,"{""coherent"":1,""reason"":""'Relaxation' matches the goal of a slow day and not wanting to do much.""}"
judge::cot::70af2b5df22ec96901350dfa3c9ee74f,70af2b5df22ec96901350dfa3c9ee74f,cot,1,1,'Relaxation' matches their goal of a slow day and not wanting to do much.,"{""coherent"":1,""reason"":""'Relaxation' matches their goal of a slow day and not wanting to do much.""}"
judge::direct::a7d51b753c2113d8b2dbd0ebb5375855,a7d51b753c2113d8b2dbd0ebb5375855,direct,1,1,"Learning about her grandfather suggests interest in family history, which relates to a family tree.","{""coherent"":1,""reason"":""Learning about her grandfather suggests interest in family history, which relates to a family tree.""}"
judge::cot::a7d51b753c2113d8b2dbd0ebb5375855,a7d51b753c2113d8b2dbd0ebb5375855,cot,1,1,"Learning about her grandfather suggests interest in family history, which relates to a family tree.","{""coherent"":1,""reason"":""Learning about her grandfather suggests interest in family history, which relates to a family tree.""}"
judge::direct::ecbc1ab06ad1ed6c53e5293d7a90ebd3,ecbc1ab06ad1ed6c53e5293d7a90ebd3,direct,0,1,Silk is commonly used in garments to display its texture and sheen.,"{""coherent"":1,""reason"":""Silk is commonly used in garments to display its texture and sheen.""}"
judge::cot::ecbc1ab06ad1ed6c53e5293d7a90ebd3,ecbc1ab06ad1ed6c53e5293d7a90ebd3,cot,0,1,"Silk is commonly used in garments, making it a coherent choice for showing off silk.","{""coherent"":1,""reason"":""Silk is commonly used in garments, making it a coherent choice for showing off silk.""}"
